Restaurant Name,Locality,Cuisines,Average Cost for two,Aggregate rating
Grub Shack,Umm Hurair,Goan,200,4.3
Katis Restaurant,Al Khan,Indian,100,4.3
Peshawri - ITC Mughal,ITC Mughal,North Indian,2600,4.3
Fozzie's Pizzaiolo,Bodakdev,Pizza,1000,4.3
Brick Kitchen,Ghatlodia,North Indian,1000,4.3
Puffizza,Gurukul,Italian,800,4.3
Onesta,Indiranagar,Pizza,700,4.3
Eat Street,Koramangala 6th Block,North Indian,500,4.3
Kebabsville - Sayaji Hotel,Sayaji Hotel,North Indian,1900,4.3
Bake N Shake,TT Nagar,Fast Food,600,4.3
Chai Break,Patia,Italian,900,4.3
Mainland China,The Crown,Chinese,1600,4.3
Chili's,Elante Mall,Mexican,1500,4.3
TGI Friday's,Sector 26,American,1900,4.3
L'amandier,RA Puram,European,1300,4.3
Palmshore,Santhome,North Indian,900,4.3
Burger Ka Baap,Peelamedu,Fast Food,600,4.3
Sree Annapoorna,RS Puram,South Indian,500,4.3
Cream Stone,SMS Hotel,Desserts,400,4.3
BMG - All Day Dining,Jakhan,Chinese,100,4.3
Britto's Bar & Restaurant,Baga,North Indian,1500,4.3
Souza Lobo,Calangute Beach,North Indian,1400,4.3
Cafe Al Fresco by Cantina Bodega,Panaji,Cafe,900,4.3
Punjab Grill,Ambience Mall,North Indian,2100,4.3
Chaayos,Central Plaza Mall,Cafe,500,4.3
Cyber Hub Social,Cyber Hub,Continental,1600,4.3
Farzi Cafe,Cyber Hub,Modern Indian,2300,4.3
Crudo Juicery,DLF Galleria,Beverages,500,4.3
Crudo Juicery,DLF Phase 3,Beverages,500,4.3
Zoe,DLF Phase 3,Juices,800,4.3
Nagai,Sector 29,Japanese,3400,4.3
Cafe Sante,Sushant Lok,Cafe,1200,4.3
Chung Fa,Zoo Tiniali,Chinese,700,4.3
Three Guys,Zoo Tiniali,Continental,800,4.3
Ziya,Zoo Tiniali,Continental,800,4.3
Exotica,12th Square Building,Mughlai,1600,4.3
Jonathan's Kitchen - Holiday Inn Express & Suites,Holiday Inn Express & Suites,North Indian,2000,4.3
Square - Sayaji Hotel,Sayaji Hotel,North Indian,1600,4.3
Cakesmith's Alley,Vijay Nagar,Bakery,500,4.3
Waffle House,Vijay Nagar,Cafe,600,4.3
Chokhi Dhani,Chokhi Dhani Village Resort,Rajasthani,1700,4.3
Chao Chinese Bistro - Holiday Inn Jaipur City Centre,Holiday Inn Jaipur City Centre,Chinese,2600,4.3
Cafe LazyMojo,Malviya Nagar,Cafe,900,4.3
Replay,Tonk Road,North Indian,1600,4.3
Dhuaan,Status Club,North Indian,1600,4.3
Paragon,LuLu Mall,Kerala,1000,4.3
Cocoa Tree,Panampilly Nagar,Italian,1100,4.3
French Toast,Panampilly Nagar,Continental,800,4.3
Peter Cat,Park Street Area,Continental,1100,4.3
Free Spirit,Gomti Nagar,Cafe,500,4.3
Underdoggs Sports Bar & Grill,Gomti Nagar,Mediterranean,1400,4.3
Vintage Machine,Gomti Nagar,Italian,1100,4.3
Kitchen At 95 - Hyatt Regency,Hyatt Regency,Mediterranean,2100,4.3
The Shooters Cafe,Sector 70,Continental,600,4.3
Farzi Cafe,Lower Parel,Modern Indian,1600,4.3
Zaikart,Bajaj Nagar,North Indian,600,4.3
FSB,Dhantoli,Continental,1200,4.3
Giani's di Hatti,Chandni Chowk,Ice Cream,200,4.3
HotMess,Connaught Place,North Indian,2000,4.3
Saravana Bhavan,Connaught Place,South Indian,600,4.3
The G.T. Road,Connaught Place,North Indian,1600,4.3
Wenger's Deli,Connaught Place,Bakery,500,4.3
Wenger's,Connaught Place,Bakery,500,4.3
Raw Creams,Delhi University-GTB Nagar,Ice Cream,300,4.3
Ricos,Delhi University-GTB Nagar,Cafe,1000,4.3
The Flying Saucer Cafe,Epicuria Food Mall,Italian,1700,4.3
Sakley's The Mountain Cafe,Greater Kailash (GK) 1,Cafe,2000,4.3
Stop My Starvation,Greater Kailash (GK) 1,Desserts,500,4.3
Baris,Greater Kailash (GK) 2,Turkish,2100,4.3
Feng Shuii,Green Park,Thai,1300,4.3
Big Yellow Door,GTB Nagar,Cafe,700,4.3
Hauz Khas Social,Hauz Khas Village,Continental,1700,4.3
Qureshi Kabab Corner,Jama Masjid,Mughlai,300,4.3
Food Scouts,Janakpuri,North Indian,800,4.3
Uncultured Cafe & Bar,Kailash Colony,Continental,1600,4.3
The Feast House,Karol Bagh,Continental,1100,4.3
Stop My Starvation,Malviya Nagar,Cafe,400,4.3
Madaari,Model Town 3,North Indian,1300,4.3
Sita Ram Diwan Chand,Paharganj,Street Food,200,4.3
Big Wong,Panchsheel Park,Chinese,1000,4.3
Midnight Hunger Hub,Rajouri Garden,North Indian,900,4.3
Dirty Apron,Safdarjung,European,2100,4.3
Rajinder Da Dhaba,Safdarjung,North Indian,900,4.3
Andrea's Eatery,Select Citywalk Mall,Italian,2100,4.3
Tamra - Shangri-La's - Eros Hotel,Shangri La's - Eros hotel,North Indian,3900,4.3
Punjab Grill,Tagore Garden,North Indian,1700,4.3
Sevilla - The Claridges,The Claridges,Spanish,4600,4.3
Perch Wine & Coffee Bar,Vasant Vihar,Cafe,2100,4.3
Big Yellow Door,Vijay Nagar,Cafe,700,4.3
Mamagoto,DLF Mall of India,Asian,1700,4.3
Barbeque Nation,Sector 16,North Indian,1700,4.3
Bistro 37,Sector 37,Fast Food,500,4.3
Desi Swag,Sector 37,North Indian,600,4.3
Kalpak Restaurant & Cafe,Sector 50,North Indian,1400,4.3
Effingut Brewerkz,Baner,Continental,2100,4.3
Farzi Cafe,Kalyani Nagar,Modern Indian,1600,4.3
Effingut Brewerkz,Koregaon Park,Continental,1900,4.3
Falafel Lovers,City Light,Lebanese,700,4.3
Barbeque Nation,Alkapuri,Mughlai,1600,4.3
Coffee Culture,Vadiwadi,Cafe,700,4.3
Pizza Hut,Dwaraka Nagar,Pizza,700,4.3
Plot 17,Siripuram,Burger,700,4.3
Lucky Cat Coffee & Kitchen,Plaza Festival,Cafe,300100,4.3
Avec Moi Restaurant and Bar,Thamrin,French,350100,4.3
Kiss Kiss,Balmoral,Thai,100,4.3
Eden Noodles Cafe Î__Î___¢,Mt Eden,Chinese,100,4.3
Maranui Cafe,Lyall Bay,Cafe,100,4.3
Dragonfly,Te Aro,Asian,200,4.3
Fisherman's Plate,Te Aro,Vietnamese,100,4.3
Midnight Espresso,Te Aro,Cafe,100,4.3
Charley Noble Eatery & Bar,Wellington Central,European,200,4.3
Chaophraya,New Town,Thai,100,4.3
Jamie's Italian,Upper St Martin's Lane,Italian,100,4.3
Chaophraya,Market Street,Thai,100,4.3
San Carlo,Spinningfields,Italian,100,4.3
The French by Simon Rogan - The Midland,The Midland,French,200,4.3
Gokul Gujarati Restaurant,Fereej Bin Mahmoud,Indian,100,4.3
Sabai Thai - The Westin Doha Hotel & Spa,The Westin Doha Hotel & Spa,Thai,500,4.3
Momo Baohaus,Greenside,Asian,400,4.3
El Pistolero,Garsfontein,Mexican,400,4.3
Spice - The Indian Kitchen,Lynnwood,Indian,400,4.3
The Whippet,Linden,Cafe,300,4.3
The Big Mouth,Nelson Mandela Square,Grill,500,4.3
Salsa Mexican Grill,Pineslopes Shopping Centre,Mexican,400,4.3
Turta Home Cafe,ayyolu,Cafe,100,4.3
Kebap 49,Kavakldere,Kebab,100,4.3
Zigana Pide,Macunk_y,Turkish Pizza,100,4.3
Baltazar,Karak_y,Burger,100,4.3
Vikings,SM by the Bay,Seafood,2100,4.2
Mad Mark's Creamery & Good Eats,Kapitolyo,American,1000,4.2
Guevarra's,Addition Hills,Filipino,1100,4.2
Coco Bambu,Bras_lia Shopping,International,300,4.2
Amir,Copacabana,Lebanese,200,4.2
Leme Light,Leme,Brazilian,100,4.2
Shirley,Leme,Brazilian,300,4.2
Clocked,Athens,American,100,4.2
Grit,Athens,International,100,4.2
Shokitini,Athens,Asian,100,4.2
Trappeze Pub,Athens,Burger,100,4.2
Takosushi,Augusta,Mexican,100,4.2
El Kiosco Mexican Restaurant,Grovetown,Mexican,100,4.2
Big Jud's,Boise,American,100,4.2
Taste of India,Cedar Rapids,Indian,100,4.2
Thai Moon Restaurant,Cedar Rapids,Chinese,100,4.2
Ting's Red Lantern,Cedar Rapids,Chinese,100,4.2
Jimmy Jack's Rib Shack,Iowa City,BBQ,100,4.2
Buckhead Bar and Grill,Columbus,Seafood,100,4.2
Mongo The Mongolian Fire Pit,Columbus,Asian,100,4.2
Thai Garden,Fort Oglethorpe,Thai,100,4.2
Home Plate Grill,Ringgold,American,100,4.2
Osaka,Davenport,Japanese,100,4.2
Texas Roadhouse,Davenport,American,100,4.2
Court Avenue Brewing Company,Downtown,American,100,4.2
Zombie Burger + Drink Lab,East Village,Burger,100,4.2
Waterfront Seafood Market,West Des Moines,Seafood,100,4.2
2 Dog,Gainesville,American,100,4.2
Re-Cess,Gainesville,American,100,4.2
Natalia's,Macon,European,100,4.2
Papouli's Mediterranean Cafe & Market,Macon,Greek,100,4.2
Martin's BBQ,Warner Robins,BBQ,100,4.2
Bosphorous Turkish Cuisine,Winter Park,Mediterranean,100,4.2
Cactus Flower Cafe Navarre,Navarre,Mexican,100,4.2
Cactus Flower Cafe,Pensacola,Latin American,100,4.2
Native Cafe,Pensacola Beach,Breakfast,100,4.2
Monkeypod Kitchen by Merriman,Kihei,Burger,100,4.2
Sansei Seafood Restaurant & Sushi Bar,Kihei,Japanese,100,4.2
Aloha Mixed Plate,Lahaina,Asian,100,4.2
Roy's,Waikiki,Asian,100,4.2
Wailana Coffee House,Waikiki,American,100,4.2
Goose Feathers Cafe and Bakery,Savannah,Breakfast,100,4.2
Al'frank Cookies,Haji Lane,Bakery,100,4.2
Salt Rock Grill,Indian Rocks/Indian Shores,American,100,4.2
Salt,Al Mushrif,Fast Food,200,4.2
P.F. Chang's,World Trade Center Mall,Chinese,300,4.2
Najmat Lahore Restaurant,Al Mareija,Pakistani,100,4.2
Al Mukhtar Bakery,Al Nahda,Bakery,100,4.2
Aroos Damascus,Al Nud,Arabian,100,4.2
Nando's,Al Qasba,African,200,4.2
Crafted Blends,University City,Cafe,200,4.2
Pinch Of Spice,Civil Lines,North Indian,1100,4.2
Tea'se Me - Rooftop Tea Boutique,Tajganj,Chinese,1100,4.2
650 - The Global Kitchen,Ambavadi,Chinese,1000,4.2
Bombay Brasserie,Indiranagar,Modern Indian,1600,4.2
Communiti,Residency Road,Continental,1300,4.2
Bake N Shake,Arera Colony,Fast Food,600,4.2
Food Fever,Sahid Nagar,Chinese,1000,4.2
Brooklyn Central,Elante Mall,American,1700,4.2
Taco Bell,Sector 35,Mexican,700,4.2
That Madras Place,Adyar,European,900,4.2
Palmshore,Ashok Nagar,North Indian,900,4.2
Writer's Cafe,Gopalapuram,Cafe,500,4.2
Maplai,Nungambakkam,South Indian,1100,4.2
Batlivala & Khanabhoy,Race Course,Parsi,1300,4.2
That's Y Food,RS Puram,North Indian,1500,4.2
Yari,Saibaba Colony,North Indian,800,4.2
Kalsang Friends Corner,Hathibarkala Salwala,Chinese,800,4.2
Jalapenos,Rajpur,Cafe,600,4.2
Kalsang AMA Cafe,Rajpur,Cafe,700,4.2
Fat Fish,Baga,North Indian,1100,4.2
Calamari,Candolim,Goan,900,4.2
Antares,Vagator,Seafood,2100,4.2
Bunker,Cross Point Mall,Continental,1400,4.2
Culture Cafe,Cross Point Mall,Mediterranean,1600,4.2
Indigo Delicatessen,DLF Cyber City,European,1900,4.2
Bun Intended,DLF Phase 4,Burger,900,4.2
7 Degrees Brauhaus,DLF South Point Mall,Continental,3300,4.2
Ninkasi Imperial Brews & Cookery,DLF Star Mall,North Indian,3100,4.2
Daawat-e-Kashmir,Golf Course Road,Kashmiri,1300,4.2
Gung The Palace,Sector 29,Korean,2600,4.2
Molecule Air Bar,Sector 29,Continental,1600,4.2
Tandoor Express,Supermart 1,North Indian,600,4.2
Tandoori KnockOuts,Supermart 1,Fast Food,600,4.2
Brooklyn Blues,Christian Basti,Continental,1500,4.2
Cafí© Riverrun,Uzan Bazaar,Continental,600,4.2
Dock Forty Five,Jubilee Hills,Continental,1500,4.2
Mocha Bar,Jubilee Hills,North Indian,1300,4.2
Heart Cup Coffee,Kondapur,Cafe,1900,4.2
Mama Loca,New Palasia,Greek,1100,4.2
Taruveda Bistro,Civil Lines,Cafe,1100,4.2
Mutual's,Lal Kothi,Cafe,700,4.2
Kashi Art Cafe,Fort Kochi,European,700,4.2
Grand Hotel Restaurant,Grand Hotel,North Indian,1100,4.2
Bloomsbury's Boutique Cafe and Artisan Bakery,LuLu Mall,Cafe,700,4.2
Aangan - Downtown Multicuisine Restaurant,Palarivattom,Chinese,700,4.2
Hoppipola,Acropolis Mall,Italian,1300,4.2
Mumbai Local,Ballygunge,North Indian,1300,4.2
Santa's Fantasea,Golpark,Seafood,900,4.2
BarBQ,Park Street Area,Chinese,1000,4.2
Spice Caves,Gomti Nagar,North Indian,1300,4.2
Royal Sky,Lalbagh,North Indian,1200,4.2
L 14 - Renaissance Lucknow Hotel,Renaissance Lucknow Hotel,North Indian,2100,4.2
Colours by Royal Cafe - Royal Inn,Royal Inn,North Indian,1100,4.2
Bistro 226,Civil Lines,Italian,1500,4.2
Hot Breads,Main Market,Continental,900,4.2
Nik Bakers,Sarabha Nagar,Cafe,900,4.2
Giri Manja's,Bhavathi,Seafood,600,4.2
145 Kala Ghoda,Fort,Fast Food,1600,4.2
SpiceKlub,Lower Parel,North Indian,1600,4.2
Vinayaka Mylari,Doora,South Indian,400,4.2
The B.A.W.A,Civil Lines,Cafe,700,4.2
Ashoka Restaurant,Sadar,North Indian,1400,4.2
Nariyal Cafe,Adchini,Continental,1300,4.2
Rustom's Parsi Bhonu,Adchini,Parsi,1600,4.2
Peninsular Kitchen,Ambience Mall,Seafood,1600,4.2
Diggin,Anand Lok,Italian,1500,4.2
Chaina Ram Sindhi Confectioners,Chandni Chowk,Mithai,300,4.2
Caffe 9,Connaught Place,North Indian,2100,4.2
Number 31,Defence Colony,Continental,1700,4.2
The Culinary Pitaara,Defence Colony,North Indian,1000,4.2
Whipped,Defence Colony,Bakery,600,4.2
YOLO 21,Delhi University-GTB Nagar,Cafe,800,4.2
Lord of the Drinks Forum,Epicuria Food Mall,European,2600,4.2
Empress of China - Eros Hotel,Eros Hotel,Chinese,4900,4.2
Andhra Bhavan,Feroze Shah Road,South Indian,300,4.2
FIO Country Kitchen and Bar,Garden of Five Senses,European,3400,4.2
Depot48,Greater Kailash (GK) 1,American,1900,4.2
Noshi - Yum Asian Delivery,Greater Kailash (GK) 1,Chinese,1100,4.2
Shikhara,Greater Kailash (GK) 1,North Indian,900,4.2
Whipped,Greater Kailash (GK) 2,Bakery,600,4.2
Kunzum Travel Cafe,Hauz Khas Village,Cafe,300,4.2
Lord of the Drinks Meadow,Hauz Khas Village,European,2300,4.2
Naivedyam,Hauz Khas Village,South Indian,600,4.2
The Barbeque Company,Jail Road,North Indian,1300,4.2
Cool Point,Jama Masjid,Desserts,200,4.2
52 Janpath,Janpath,American,1600,4.2
Cafe Southall,Janpath,North Indian,1400,4.2
Saravana Bhavan,Janpath,South Indian,600,4.2
Maxims Pastry Shop,Kailash Colony,Bakery,400,4.2
Chill'm Bar & Cafe,Kamla Nagar,North Indian,700,4.2
Civil House,Khan Market,European,1800,4.2
Perch Wine & Coffee Bar,Khan Market,Cafe,2100,4.2
Smokey's BBQ and Grill,Khan Market,American,2200,4.2
SodaBottleOpenerWala,Khan Market,Parsi,1400,4.2
The Chatter House,Khan Market,Finger Food,1900,4.2
Rahul Eggs,Lawrence Road,Fast Food,500,4.2
Lodi - The Garden Restaurant,Lodhi Road,European,2700,4.2
Aromas of Pind,Mathura Road,North Indian,1300,4.2
Calendar Khana Laao,Netaji Subhash Place,North Indian,1100,4.2
Lotus Pond,New Friends Colony,Chinese,1900,4.2
The Great Kabab Factory - Radisson Blu Plaza Delhi,Radisson Blu Plaza Delhi,North Indian,3100,4.2
Dilli Treat,Rajinder Nagar,North Indian,600,4.2
Dukes Pastry Shop,Rajinder Nagar,Bakery,400,4.2
London Street Kitchen,Rajinder Nagar,North Indian,700,4.2
Cafí© Foreground,Rajouri Garden,Cafe,1600,4.2
Goosebumps,Rajouri Garden,Ice Cream,400,4.2
The Drunk House,Rajouri Garden,North Indian,1400,4.2
Caffe 9,Rohini,North Indian,1500,4.2
Jai Vaishno Rasoi,Rohini,North Indian,300,4.2
Cafe Hashtag LoL,Safdarjung,Cafe,1300,4.2
The Piano Man Jazz Club,Safdarjung,Mexican,1900,4.2
Ice Pan Creamery,Saket,Ice Cream,300,4.2
Big Yellow Door,Satyaniketan,Cafe,700,4.2
QRO Gourmeteriia BY DARK HOUSE KAFE,Satyaniketan,Cafe,700,4.2
Superstar Cafí©,Satyaniketan,Cafe,700,4.2
The Biryani Co.,Satyaniketan,Hyderabadi,700,4.2
Drool Waffles,Select Citywalk Mall,Desserts,600,4.2
Punjab Grill,Select Citywalk Mall,North Indian,2000,4.2
Asia Central,Shahpur Jat,Asian,1100,4.2
Sugarama Patisserie,Shahpur Jat,Bakery,600,4.2
Pan Asian - Sheraton New Delhi Hotel,Sheraton New Delhi Hotel,Chinese,3100,4.2
Varq - The Taj Mahal Hotel,The Taj Mahal Hotel,Seafood,4600,4.2
The Coffee Bond,Uday Park,Cafe,800,4.2
Cafe Connect,Vasant Kunj,Cafe,800,4.2
Indian Saffron Co.,Vasant Kunj,North Indian,1000,4.2
Mr. Crust Bakers,Vijay Nagar,Bakery,500,4.2
The Bento Cafe,DLF Mall of India,Asian,800,4.2
DIOS The Neighbourhood Bistro,Sector 132,Continental,1400,4.2
Mad Over Donuts,Sector 18,Desserts,500,4.2
Hops n Grains,Sector 9,North Indian,2100,4.2
Zuka Choco-la,MG Road,Desserts,400,4.2
Gelateria Montecatini Terme,White Town,Desserts,200,4.2
Mineority By Saby,Kalyani Nagar,North Indian,1500,4.2
Sautí©ed Stories,Koregaon Park,Cafe,900,4.2
Blue Water,Ravet,North Indian,1600,4.2
Agent Jack's Bar,Senapati Bapat Road,Continental,1300,4.2
Golden Dragon,Athwa,Chinese,900,4.2
Leonardo Italian Mediterranean Dining,International Business Center,Italian,1500,4.2
Freshco - The Health Cafí©,Vadiwadi,Cafe,800,4.2
Sri Sairam Parlour,Dwaraka Nagar,South Indian,400,4.2
Noah's Barn Coffeenery,Dago,Cafe,150100,4.2
MONKS,Kelapa Gading,Western,250100,4.2
3 Wise Monkeys,Senopati,Japanese,450100,4.2
The Kimchi Project,Lorne Street,Asian Fusion,100,4.2
The Garden Shed,Mt Eden,Kiwi,100,4.2
Floriditas,Te Aro,Italian,200,4.2
Loretta,Te Aro,European,100,4.2
Olive,Te Aro,Mediterranean,100,4.2
San Carlo,City Centre,Italian,100,4.2
The Plough,Harborne,British,100,4.2
Steak,Twelve Picardy Place,Steak,100,4.2
Akbars,Spinningfields,Indian,100,4.2
Mr Cooper's House & Garden - The Midland,The Midland,European,100,4.2
Zaoq,Al Hilal,Pakistani,200,4.2
Jason Bakery,CBD,Cafe,200,4.2
The National,Parktown North,American,600,4.2
The Belgian Triple,Faerie Glen,Healthy Food,600,4.2
Perron,Illovo,Mexican,300,4.2
Arabian Knights,Kollupitiya,Middle Eastern,2500,4.2
Butter Boutique,Kollupitiya,Desserts,1100,4.2
Cricket Club Cafe,Kollupitiya,Continental,3100,4.2
The Sizzle,Kollupitiya,American,3100,4.2
Timboo Cafe,Armada AVM,Cafe,100,4.2
MasabaôÛ± Kebapí_Û±sÛ±,Balgat,Kebab,200,4.2
Timboo Cafe,Kentpark AVM,Cafe,100,4.2
MasabaôÛ±,Kzlay,Kebab,200,4.2
Dí_veroÛôlu,mitk_y,Kebab,100,4.2
Valonia,Beikta Merkez,Restaurant Cafe,100,4.2
Emirgan Sí_tiô,Emirgn,Restaurant Cafe,100,4.2
Ceviz AÛôacÛ±,Kouyolu,World Cuisine,200,4.2
Villa Tevere,Asa Sul,Italian,200,4.1
Jiquitaia,Consola_o,Brazilian,200,4.1
Sainte Marie Gastronomia,Vila Snia,Lebanese,200,4.1
DePalma's Italian Cafe - East Side,Athens,American,100,4.1
Ike & Jane,Athens,Sandwich,100,4.1
La Dolce Vita Ristorante,Athens,Italian,100,4.1
Taqueria Del Sol,Athens,Mexican,100,4.1
The National,Athens,International,100,4.1
Viva! Argentine Cuisine,Athens,Desserts,100,4.1
Giuseppe's Pizza & Italian Specialities,Augusta,Desserts,100,4.1
Pho Bac,Evans,Vietnamese,100,4.1
Barbacoa Restaurant,Boise,Latin American,100,4.1
Flying Pie Pizzaria,Boise,Pizza,100,4.1
Shige Japanese Cuisine,Boise,Japanese,100,4.1
Biaggi's Ristorante Italiano,Cedar Rapids,Italian,100,4.1
El Super Burrito,Cedar Rapids,Mexican,100,4.1
Granite City Food & Brewery,Cedar Rapids,American,100,4.1
Exotic India,Coralville,Indian,100,4.1
BlackStone,Iowa City,American,100,4.1
Mellow Mushroom,Columbus,Pizza,100,4.1
Meritage,Columbus,American,100,4.1
Filling Station,Dalton,American,100,4.1
Five Guys Burgers and Fries,Dalton,Fast Food,100,4.1
Los Pablos,Dalton,Mexican,100,4.1
Bailey's Bar-B-Que,Ringgold,BBQ,100,4.1
Pie Slingers Pizzeria,Rock Spring,Italian,100,4.1
Trattoria Tiramisu,Bettendorf,Italian,100,4.1
Exotic Thai Restaurant,Davenport,Thai,100,4.1
Los Agaves,Davenport,Mexican,100,4.1
Machine Shed Restaurant,Davenport,American,100,4.1
Cool Basil,Clive,Asian,100,4.1
Tursi's Latin King,Fairground,American,100,4.1
Tsing Tsao South,Greater South Side,Chinese,100,4.1
The Belle General,East Ballina,Cafe,100,4.1
Hawg Wild BBQ & Catfish House,Clarkesville,BBQ,100,4.1
Shenanigan's Irish Pub,Dahlonega,Bar Food,100,4.1
Moonie's Texas Barbecue,Flowery Branch,BBQ,100,4.1
5 Little Pigs,Huskisson,Breakfast,100,4.1
Bonefish Grill,Macon,American,100,4.1
El Jalisciense Mexican Restaurant,Warner Robins,Mexican,100,4.1
Zen Japanese Steakhouse and Sushi Bar,Warner Robins,Japanese,100,4.1
Dharma Blue,Pensacola,Seafood,100,4.1
Tuscan Oven,Pensacola,Italian,100,4.1
El Herradero,Pocatello,Mexican,100,4.1
B. Matthew's Eatery,Savannah,American,100,4.1
Henry's,Savannah,American,100,4.1
Huey's On The River,Savannah,Breakfast,100,4.1
Vic's On The River,Savannah,American,100,4.1
Fratini La Trattoria,Hillcrest,Italian,200,4.1
BellaBrava,Downtown St Petersburg,American,100,4.1
Ceviche Tapas Bar & Restaurant,Downtown St Petersburg,Spanish,100,4.1
The Moon Under Water,Downtown St Petersburg,British,100,4.1
Pig and Whistle,Trentham East,Australian,100,4.1
Smok'n Pig B-B-Q,Valdosta,BBQ,100,4.1
Olive Garden,Al Wahda Mall,Italian,300,4.1
Maharaja Bhog,Al Karama,Indian,100,4.1
Gazebo,Abu Shagara,Indian,200,4.1
Derby,Al Majaz,Fast Food,100,4.1
Nayaab Haandi,Al Majaz,Pakistani,200,4.1
Saffron,Al Mareija,Pakistani,100,4.1
Applebee's,Sahara Centre,American,300,4.1
Dasaprakash Restaurant,Rakabganj,South Indian,600,4.1
Thaaliwala,Tajganj,North Indian,800,4.1
#NAME?,Bodakdev,North Indian,900,4.1
Yanki Sizzlers,Thaltej,Continental,1300,4.1
The Garden Cafe - The Fern,The Fern,North Indian,1300,4.1
Gurdas Ram Jalebi Wala,Town Hall,Mithai,200,4.1
Kesar Da Dhabha,Town Hall,North Indian,600,4.1
Kanha Sweets,White Avenue,Fast Food,200,4.1
Sultans of Spice,BluPetal Hotel,North Indian,1400,4.1
The Black Pearl,Koramangala 5th Block,North Indian,1500,4.1
Pizza Hut,DB City,Pizza,700,4.1
Bake N Shake,Maharana Pratap Nagar,Fast Food,600,4.1
Manohar Dairy And Restaurant,Peer Gate Area,North Indian,500,4.1
Silver Streak,BMC Bhawani Mall,Chinese,600,4.1
Mamma Mia - Mayfair Lagoon,Mayfair Lagoon,Cafe,1500,4.1
JUGAAD JN.,Patia,North Indian,400,4.1
Kylin Experience,Elante Mall,Japanese,1700,4.1
Nik Baker's,Sector 35,Bakery,700,4.1
OvenFresh,Sector 35,Cafe,700,4.1
Ciclo Cafe,Kotturpuram,Cafe,1200,4.1
The Cascade Restaurant,Peelamedu,Chinese,1300,4.1
Eddie's Patisserie,Krishna Nagar,Bakery,400,4.1
Cafe Marigold,Rajpur,Cafe,600,4.1
Yo! China,Crown Interiorz Mall,Chinese,1400,4.1
Cafí© Bogchi,Sector 15,Cafe,700,4.1
Nowhere Terrace Brewpub Cafe,Cross Point Mall,Continental,1700,4.1
Hard Rock Cafe,Cyber Hub,Mediterranean,2600,4.1
Quaff,Cyber Hub,American,1800,4.1
Uptown Fresh Beer Cafe,DLF Galleria,Finger Food,2600,4.1
Cafe Soul Garden,DLF Phase 4,Cafe,1400,4.1
Happy Hakka,DLF Phase 4,Chinese,700,4.1
Kaiser,DLF Phase 4,North Indian,700,4.1
Pizza Central,DLF Phase 4,Fast Food,700,4.1
Cafe Amaretto,DLF South Point Mall,Cafe,1500,4.1
Sibang Bakery,DLF South Point Mall,Bakery,600,4.1
Zaffran,DLF Star Mall,North Indian,1700,4.1
19 Flavours Biryani,Global Foyer Mall,Mughlai,800,4.1
Bella Cucina - Le Meridien Gurgaon,Le Meridien Gurgaon,Italian,4100,4.1
Love Is Cakes,MG Road,Bakery,700,4.1
Pirates of Grill,MGF Mega City Mall,North Indian,2100,4.1
Coldpress Company,Omaxe Gurgaon Mall,Healthy Food,600,4.1
BRONX Bar Exchange,Sector 29,Chinese,2200,4.1
